"SampleID","seg_num","C_raw","N_raw","C_total","N_total","C.N_ratio","individual","whisker","count","tray","duplicate","urban","site","dead","sfcoy","sex","group"
"S21-1088-D",4,-18.23,8.84,102.65,35.51,2.89073500422416,"S21-1088","S21-1088",11,"SFCoyTray6-ES","No","urban","Lincoln Way and 10th Avenue","roadkill","Fail","female",NA
"S21-1088-E",5,-18.84,9.15,123.31,41.99,2.93665158371041,"S21-1088","S21-1088",11,"SFCoyTray6-ES","No","urban","Lincoln Way and 10th Avenue","roadkill","Fail","female",NA
"S21-1088-F",6,-19.38,8.34,110.8,37.96,2.91886195995785,"S21-1088","S21-1088",11,"SFCoyTray6-ES","No","urban","Lincoln Way and 10th Avenue","roadkill","Fail","female",NA
"S21-1088-G",7,-20.32,8.56,101.55,34.48,2.94518561484919,"S21-1088","S21-1088",11,"SFCoyTray6-ES","No","urban","Lincoln Way and 10th Avenue","roadkill","Fail","female",NA
"S21-1088-H",8,-20.51,7.93,96.53,32.98,2.92692540933899,"S21-1088","S21-1088",11,"SFCoyTray6-ES","No","urban","Lincoln Way and 10th Avenue","roadkill","Fail","female",NA
"S21-1088-I",9,-20.21,7.88,123.62,41.44,2.98310810810811,"S21-1088","S21-1088",11,"SFCoyTray6-ES","No","urban","Lincoln Way and 10th Avenue","roadkill","Fail","female",NA
"S21-1088-J",10,-21.8,8.31,100.77,33.8,2.98136094674556,"S21-1088","S21-1088",11,"SFCoyTray6-ES","No","urban","Lincoln Way and 10th Avenue","roadkill","Fail","female",NA
"S21-1088-K",11,-20.64,8.98,108.14,35.85,3.01645746164575,"S21-1088","S21-1088",11,"SFCoyTray6-ES","No","urban","Lincoln Way and 10th Avenue","roadkill","Fail","female",NA
"S21-1089-A",1,-18.14,7.64,103.12,34.83,2.96066609244904,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-B",2,-18.71,7.7,116.9,40.01,2.9217695576106,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-C",3,-18.87,7.65,135.31,46.42,2.914907367514,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-D",4,-18.9,7.79,114.09,39.19,2.91120183720337,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-E",5,-18.68,7.88,114.09,39.05,2.92163892445583,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-F",6,-18.59,7.8,99.67,34.35,2.90160116448326,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-G",7,-18.61,7.67,127.68,43.69,2.9224078736553,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-H",8,-18.18,7.89,107.36,36.87,2.91185245457011,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-I",9,-18.38,7.67,107.2,36.67,2.92337060267248,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-J",10,-19.03,8.05,99.67,34.35,2.90160116448326,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-K",11,-18.99,8.01,101.24,34.69,2.91842029403286,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-L",12,-18.85,8.05,123.31,41.85,2.94647550776583,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-M",13,-18.11,8.02,109.55,37.35,2.9330655957162,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-N",14,-18.57,8.24,128.14,43.28,2.96072088724584,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-O",15,-19.27,7.66,110.33,37.49,2.9429181114964,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-P",16,-19.11,8.11,109.39,36.94,2.9612885760693,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-Q",17,-19.63,7.95,112.68,37.83,2.97858842188739,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-R",18,-19.91,8.25,99.67,33.87,2.94272217301447,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-S",19,-19.8,8.64,107.67,36.19,2.975131251727,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1089-T",20,-19.87,7.26,150.54,50.86,2.95988989382619,"S21-1089","S21-1089",20,"SFCoyTray6-ES","No","urban","855 Brotherhood Way","roadkill","SFCoy35","female","Merced"
"S21-1201-A",1,-19.88,9.83,95.59,32.44,2.94667077681874,"S21-1201","S21-1201",8,"SFCoyTray6-ES","No","urban","NB 101, Visitacion Valley","roadkill","SFCoy236","female",NA
"S21-1201-B",2,-19.61,9.63,102.81,34.28,2.99912485414236,"S21-1201","S21-1201",8,"SFCoyTray6-ES","No","urban","NB 101, Visitacion Valley","roadkill","SFCoy236","female",NA
"S21-1201-C",3,-21.55,9.02,96.22,32.78,2.93532641854789,"S21-1201","S21-1201",8,"SFCoyTray6-ES","No","urban","NB 101, Visitacion Valley","roadkill","SFCoy236","female",NA
"S21-1201-D",4,-21.82,9.2,107.04,35.78,2.99161542761319,"S21-1201","S21-1201",8,"SFCoyTray6-ES","No","urban","NB 101, Visitacion Valley","roadkill","SFCoy236","female",NA
"S21-1201-E",5,-21.88,8.36,89.46,30.53,2.93023255813953,"S21-1201","S21-1201",8,"SFCoyTray6-ES","No","urban","NB 101, Visitacion Valley","roadkill","SFCoy236","female",NA
"S21-1201-F",6,-21.02,8.71,104.22,35.44,2.94074492099323,"S21-1201","S21-1201",8,"SFCoyTray6-ES","No","urban","NB 101, Visitacion Valley","roadkill","SFCoy236","female",NA
"S21-1201-G",7,-21.09,9.3,96.69,32.23,3,"S21-1201","S21-1201",8,"SFCoyTray6-ES","No","urban","NB 101, Visitacion Valley","roadkill","SFCoy236","female",NA
"S21-1201-H",8,-21.64,8.97,80.8,26.98,2.9948109710897,"S21-1201","S21-1201",8,"SFCoyTray6-ES","No","urban","NB 101, Visitacion Valley","roadkill","SFCoy236","female",NA
"S21-1202-A",1,-20.44,8.24,129.64,41.33,3.13670457294943,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-B",2,-19.66,7.66,100.74,33.58,3,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-C",3,-19.74,7.49,94.89,31.13,3.04818503051719,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-D",4,-19.83,7.5,121.72,39.9,3.05062656641604,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-E",5,-19.67,7.3,120.07,39.43,3.04514329190971,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-F",6,-19.89,7.51,101.94,32.9,3.09848024316109,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-G",7,-19.86,7.84,108.39,34.8,3.11465517241379,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-H",8,-19.82,7.96,127.25,41.13,3.09384877218575,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-I",9,-19.16,8.12,88.13,28.2,3.12517730496454,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-J",10,-18.79,8.34,129.04,41.54,3.10640346653828,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-K",11,-18.62,7.65,102.09,33.78,3.02220248667851,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-L",12,-19.2,7.39,96.99,32.21,3.01117665321329,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-M",13,-19.67,7.43,108.84,36.71,2.96485971125034,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-N",14,-20.67,7.09,98.49,31.81,3.09619616472807,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-O",15,-19.78,7.61,124.86,41.26,3.0261754726127,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-P",16,-18.94,7.51,95.79,31.53,3.03805899143673,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-Q",17,-19.02,7.68,113.18,37.25,3.03838926174497,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-R",18,-18.9,7.78,102.24,33.85,3.02038404726736,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-S",19,-19.37,7.52,87.98,28.47,3.09027046013347,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-T",20,-18.63,7.72,115.73,37.66,3.07302177376527,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1202-U",21,-19.14,7.58,112.29,36.71,3.05883955325524,"S21-1202","S21-1202",21,"SFCoyTray9-ES","No","urban","Chain of Lakes; 41st and MLK Drive","unknown","SFCoy181","female","GGP - West"
"S21-1203-A",1,-19.56,9.08,92.79,29.83,3.11062688568555,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-B",2,-17.89,9,102.54,33.78,3.03552397868561,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-C",3,-16.02,9.01,115.73,38.2,3.02958115183246,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-D",4,-16.88,8.5,109.89,36.57,3.00492206726825,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-E",5,-17.06,8.63,121.12,40.58,2.9847215377033,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-F",6,-16.86,9.26,108.69,36.5,2.97780821917808,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-G",7,-16.9,8.71,102.84,34.39,2.99040418726374,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-H",8,-17.43,8.42,105.99,35.62,2.97557551937114,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-I",9,-17.94,7.95,109.29,36.91,2.96098618260634,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-J",10,-18.41,8.85,94.44,31.47,3.00095328884652,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-K",11,-18.44,9.41,109.29,36.43,3,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-L",12,-18.84,8.88,100.14,33.1,3.02537764350453,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-M",13,-19.63,8.9,104.79,34.66,3.02336987882285,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-O",14,-18.77,9.05,95.49,30.79,3.10133160116921,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-P",15,-18.46,9.28,108.39,34.73,3.12093291102793,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-Q",16,-17.67,9.13,110.79,35.41,3.12877718158712,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-R",17,-18.13,8.66,101.04,32.96,3.06553398058252,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1203-S",18,-18.85,8.43,112.64,37.45,3.00774365821095,"S21-1203","S21-1203",18,"SFCoyTray9-ES","No","urban","SB101, just before Candlestick exit","roadkill","SFCoy237","male",NA
"S21-1204-A",1,-20.18,9.22,92.98,30.65,3.03360522022839,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-B",2,-18.83,8.67,116.72,39.52,2.95344129554656,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-C",3,-18.2,8.82,119.71,40.09,2.98603142928411,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-D",4,-17.86,9.33,103.52,34.8,2.97471264367816,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-E",5,-18.07,9.27,133.37,44.62,2.98901837740923,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-F",6,-17.67,9.22,117.87,39.75,2.96528301886792,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-G",7,-18.48,8.96,106.44,34.12,3.11957796014068,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-H",8,-18.52,9.16,103.89,34.39,3.0209363186973,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-I",9,-18.75,8.98,97.44,31.94,3.05072010018785,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-J",10,-19.01,8.94,107.49,35.55,3.02362869198312,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-K",11,-18.31,9.59,123.06,40.86,3.01174743024963,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-L",12,-18.2,9.41,115.73,38.34,3.01851851851852,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-M",13,-18.98,9.12,108.54,35.82,3.03015075376884,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-N",14,-18.53,9.42,95.19,31.47,3.02478551000953,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-O",15,-18.84,9.09,88.88,29.08,3.05639614855571,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-P",16,-18.89,9.15,96.09,31.67,3.03410167350805,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-Q",17,-19.21,9.2,131.28,43.65,3.00756013745704,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-R",18,-19.52,8.79,98.79,32.21,3.06705991927973,"S21-1204","S21-1204",20,"SFCoyTray9-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-S",19,-19.49,8.53,128.29,41.47,3.09356161080299,"S21-1204","S21-1204",20,"SFCoyTray10-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1204-T",20,-19.59,8.63,149.48,49.29,3.03266382633394,"S21-1204","S21-1204",20,"SFCoyTray10-ES","No","urban","Infantry Terrace, Presidio","roadkill","SFCoy16","male","Presidio"
"S21-1205-A",1,-20.15,8.66,101.49,32.35,3.13724884080371,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-B",2,-20.2,8.63,115.43,39.09,2.95292913788693,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-C",3,-20.14,8.37,109.14,36.71,2.97303187142468,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-D",4,-20.48,8.43,108.39,36.43,2.9752950864672,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-E",5,-20.39,8.31,94.29,31.87,2.95858173831189,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-F",6,-19.45,7.95,115.28,39.02,2.9543823680164,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-G",7,-20.1,8.04,92.79,31.47,2.94852240228789,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-H",8,-20.35,8.38,103.74,34.87,2.97505018640665,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-I",9,-19.52,8.19,109.14,37.18,2.9354491662184,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-J",10,-20.79,8.39,103.59,34.46,3.00609402205456,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-K",11,-20.1,8.55,94.89,31.81,2.98302420622446,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-L",12,-21.38,8.57,88.43,29.63,2.98447519406007,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-M",13,-21.24,7.98,90.23,29.63,3.04522443469457,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-N",14,-21.5,8.53,91.74,30.51,3.00688298918387,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-O",15,-20.98,7.64,92.34,30.11,3.06675523082033,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-P",16,-21.59,8.22,129.49,42.9,3.01841491841492,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1205-Q",17,-20.64,8.48,116.48,38.2,3.04921465968586,"S21-1205","S21-1205",17,"SFCoyTray10-ES","No","urban","3rd st @ 101SB","roadkill","SFCoy232","male",NA
"S21-1206-A",1,-18.61,8.71,103.44,33.3,3.10630630630631,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-B",2,-17.3,8.37,120.37,39.49,3.04811344644214,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-C",3,-16.63,8.56,127.84,43.03,2.97095049965141,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-D",4,-17.36,8.28,143.37,48.27,2.97016780609074,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-E",5,-17.48,8.08,119.77,40.38,2.96607231302625,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-F",6,-17.07,8.22,104.94,34.94,3.0034344590727,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-G",7,-17.23,8,116.03,38.81,2.98969337799536,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-H",8,-17.25,7.89,112.74,37.52,3.00479744136461,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-I",9,-17.12,7.69,89.18,29.9,2.98260869565217,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-J",10,-16.98,7.98,107.79,35.82,3.00921273031826,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-K",11,-16.89,7.66,113.33,37.79,2.99894151892035,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-L",12,-16.98,7.55,107.94,35.55,3.03628691983122,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-M",13,-16.7,7.53,107.04,35.89,2.98244636388966,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-N",14,-16.64,7.43,106.89,35.82,2.98408710217755,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-O",15,-16.88,7.95,119.77,39.97,2.99649737302977,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-P",16,-16.66,7.66,115.28,38.34,3.00678142931664,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-Q",17,-16.55,7.24,87.83,29.15,3.01303602058319,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-R",18,-16.58,7.51,111.09,36.71,3.02615091255789,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-S",19,-16.38,7.73,108.09,35.62,3.03453116226839,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-T",20,-16.17,7.72,110.19,36.57,3.01312551271534,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-U",21,-16.44,7.52,95.49,31.6,3.02183544303797,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-V",22,-16.08,8.07,95.49,31.67,3.01515629933691,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
"S21-1206-W",23,-15.75,7.98,129.94,42.83,3.03385477469064,"S21-1206","S21-1206",30,"SFCoyTray10-ES","No","urban","Richardson and 101NB near the Palace of Fine Arts","roadkill","SFCoy109","male","Coit"
