"SampleID","seg_num","C_raw","N_raw","C_total","N_total","C.N_ratio","individual","whisker","count","tray","duplicate","urban","site","dead","sfcoy","sex","group"
"S19-8741-A",1,-18.87303561,8.937899375,125.5711143,40.06990607,3.13380106458533,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-B",2,-17.92273428,8.795011991,99.89084383,32.28892022,3.09365699284446,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-C",3,-17.9560244,8.348258701,123.2652442,40.99828002,3.00659549961286,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-D",4,-18.58496738,8.263883533,105.6415315,34.83230673,3.03286062329642,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-E",5,-19.03457294,8.184773591,99.38706093,32.67941579,3.04127410259313,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-F",6,-19.45706588,7.76843559,101.8109757,33.25379552,3.06163474298046,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-G",7,-19.89426952,8.053757526,95.32231129,30.84883867,3.08998054382836,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-H",8,-18.64261921,8.160137393,104.9627944,33.81233505,3.1042752369745,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-I",9,-21.0114838,7.988290484,103.5066996,33.01550369,3.13509375994621,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-J",10,-19.74848507,8.946189793,108.1320918,34.41357426,3.14213487338005,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8741-K",11,-19.2740828,9.268590422,133.0469996,42.83436678,3.10608069178045,"S19-8741","S19-8741",11,"SFCoyTray1-ES","No","urban","Brotherhood Way @ Arch st","roadkill","SFCoy185","male","Merced"
"S19-8742-A",1,-22.5630624,8.002088693,87.68296835,28.08851018,3.12166675228056,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-B",2,-22.81707629,8.197804465,131.0187283,44.12844294,2.96903129979324,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-C",3,-23.26526676,8.226776814,110.7428909,36.14084568,3.06420308701531,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-D",4,-22.14059762,7.781335658,108.2862692,35.81853188,3.02319116715288,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-E",5,-23.24048733,7.689416369,131.3756971,44.17458616,2.97401081753564,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-F",6,-22.08532851,7.485403471,110.267066,36.51550104,3.01973306840869,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-G",7,-21.69702848,7.644392342,114.3516609,38.05475608,3.00492429013619,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-H",8,-22.78639922,7.754249086,115.9088266,38.45489352,3.01415024175576,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-I",9,-22.06926072,7.427227185,120.6949812,40.54786714,2.97660492926238,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-J",10,-21.56949081,7.647775452,102.6386464,33.29925004,3.08231105135123,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-K",11,-20.33563175,7.587444637,121.2256649,40.4115036,2.9997811044081,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-L",12,-19.93701501,7.689816062,97.51436323,30.76757151,3.16938771713933,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8742-M",13,-20.66897513,8.173754146,119.1968695,39.16081585,3.04377901514021,"S19-8742","S19-8742",13,"SFCoyTray1-ES","No","urban","Presidio. Merchant rd @ Cranston rd","roadkill","SFCoy186","female",NA
"S19-8743-A",1,-19.68860564,7.097659073,97.79048107,31.19732325,3.13457921650377,"S19-8743","S19-8743",8,"SFCoyTray1-ES","No","urban","Hahn st @ visitation ave","roadkill","SFCoy187","female","McLaren"
"S19-8743-B",2,-19.11568223,7.439504945,99.13418713,32.0664686,3.09152181260147,"S19-8743","S19-8743",8,"SFCoyTray1-ES","No","urban","Hahn st @ visitation ave","roadkill","SFCoy187","female","McLaren"
"S19-8743-C",3,-19.42604179,7.504955956,109.9164319,35.56439984,3.09063086666726,"S19-8743","S19-8743",8,"SFCoyTray1-ES","No","urban","Hahn st @ visitation ave","roadkill","SFCoy187","female","McLaren"
"S19-8743-D",4,-20.78295359,7.944505137,119.9815539,39.242083,3.05747158987457,"S19-8743","S19-8743",8,"SFCoyTray1-ES","No","urban","Hahn st @ visitation ave","roadkill","SFCoy187","female","McLaren"
"S19-8743-E",5,-20.0537969,8.039785158,109.4829249,35.16770592,3.11316652695667,"S19-8743","S19-8743",8,"SFCoyTray1-ES","No","urban","Hahn st @ visitation ave","roadkill","SFCoy187","female","McLaren"
"S19-8743-F",6,-19.05354673,8.056448539,115.6682549,37.3564095,3.09634294216632,"S19-8743","S19-8743",8,"SFCoyTray1-ES","No","urban","Hahn st @ visitation ave","roadkill","SFCoy187","female","McLaren"
"S19-8743-G",7,-19.37048775,7.669435282,96.19537313,31.00379723,3.10269649928297,"S19-8743","S19-8743",8,"SFCoyTray1-ES","No","urban","Hahn st @ visitation ave","roadkill","SFCoy187","female","McLaren"
"S19-8743-H",8,-20.16008519,7.454799267,146.6574354,48.92113904,2.9978336211691,"S19-8743","S19-8743",8,"SFCoyTray1-ES","No","urban","Hahn st @ visitation ave","roadkill","SFCoy187","female","McLaren"
"S19-8744-A",1,-17.3331071,7.937832504,103.064974,33.32955304,3.09229991402249,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-B",2,-17.32961392,8.024701409,131.9974581,44.31508192,2.97861252605352,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-C",3,-17.20926203,7.8198261,114.2303799,37.42872349,3.05194431572104,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-D",4,-17.41996016,7.66373966,121.5448196,40.39015376,3.00926855397047,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-E",5,-17.41679567,7.65168744,120.7872777,40.10020907,3.01213585917097,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-F",6,-18.20689967,7.642748754,116.3456779,38.52100917,3.02031749444948,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-G",7,-17.83815487,7.946655851,114.3112342,37.48175376,3.04978350084545,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-H",8,-18.27014398,8.296496091,100.3289626,32.18630322,3.1171322134832,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-I",9,-18.48254872,8.487255292,101.8283407,32.67390616,3.11650343247481,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-J",10,-18.78833386,8.202770974,103.4642646,33.14084795,3.12195586413775,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8744-K",11,-17.79299816,8.886887388,88.19555008,27.65600362,3.18902005119133,"S19-8744","S19-8744",11,"SFCoyTray1-ES","No","urban","chestnut st @ hyde st","sick.euth","SFCoy188","female","Coit"
"S19-8745-A",1,-21.26492726,10.05754803,111.2918688,36.61949546,3.03914260428754,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-B",2,-20.17000315,9.600325236,136.5951474,46.32059004,2.94890775963872,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-C",3,-18.41774912,9.136839085,130.8018489,44.22968253,2.95733185087368,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-D",4,-17.83889491,8.595950198,117.9003567,39.28133917,3.00143424820005,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-E",5,-18.16153803,8.147465712,101.9016589,33.49966311,3.04187115450666,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-F",6,-18.82495948,7.736790868,105.4140096,34.61192122,3.04559833387949,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-G",7,-19.98031156,7.891884527,119.4219008,39.45213794,3.02700707833934,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-H",8,-18.58607896,8.347438871,139.3457758,47.11742139,2.95741514898721,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-I",9,-18.7325385,8.164504625,116.9518239,38.72693188,3.01990935564917,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-J",10,-19.94935213,8.175633507,113.5680998,37.3853351,3.03777134794226,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-K",11,-20.50096136,7.737103594,98.62454383,31.87845221,3.09376826642362,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-L",12,-20.58181497,7.602517005,126.689113,41.9604005,3.01925414177112,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-M",13,-20.53997464,7.307749375,105.8343394,34.48175603,3.06928508246278,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-N",14,-20.01168101,7.30717665,105.4236505,34.44456597,3.06067582886137,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-O",15,-19.62942205,7.174931147,105.3927994,34.57748598,3.04801799242896,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-P",16,-20.0775309,7.027365286,96.26104037,30.95076697,3.1101342484761,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-Q",17,-19.60019648,7.128082371,95.73181756,30.80131804,3.10804289075157,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-R",18,-15.97721117,7.16406387,98.57241858,31.95489844,3.08473578049651,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-S",19,-20.05950495,7.453222998,128.2831159,42.91838876,2.98900120918705,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8745-T",20,-20.58143891,7.64688927,126.8024369,41.14635153,3.08174193300098,"S19-8745","S19-8745",20,"SFCoyTray1-ES","No","urban","lake merced blvd","roadkill","SFCoy189","female",NA
"S19-8746-A",1,-22.90985464,9.143268633,104.283974,33.44250062,3.11830670753233,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-B",2,-22.03586786,9.302203877,107.8160147,35.65944109,3.0234914346494,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-C",3,-20.09358014,9.381497635,110.1880789,36.92114812,2.98441637139425,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-D",4,-21.00194066,9.224663399,145.9301554,49.99276357,2.91902557448476,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-E",5,-19.91601054,9.734696662,111.9255333,37.49690526,2.984927223298,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-F",6,-20.88268163,9.52540793,105.2211871,35.06577762,3.00068027123934,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-G",7,-22.31975119,9.0325333,100.3463323,33.03547613,3.03753249703806,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-H",8,-19.15930496,9.70260997,95.15038693,31.02239226,3.06715182157909,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-I",9,-19.67793403,9.354137471,105.7032308,34.61329863,3.05383291924639,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-J",10,-20.82821341,8.61992211,96.4039605,31.57197862,3.05346591229891,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-K",11,-20.39175718,9.292284058,108.4944018,35.59194802,3.04828501488692,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-L",12,-20.5837739,9.392737489,110.0050558,36.15461978,3.0426279260957,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-M",13,-22.34452362,9.305087303,103.1594947,33.55958042,3.07392087174372,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-N",14,-22.20036542,8.841025842,100.5566935,32.74897497,3.07052949266705,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-O",15,-21.56041516,8.783891463,114.0686676,37.96729058,3.00439314624383,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-P",16,-20.58601452,9.072926845,101.9749762,33.36605439,3.05624917492679,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-Q",17,-19.95883875,9.684543793,115.4161246,37.96178094,3.04032428779934,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-R",18,-21.57117037,9.035907729,96.88097811,31.27514688,3.09769858097626,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8746-S",19,-20.70614656,9.804421735,142.7615282,48.02237939,2.97281246813289,"S19-8746","S19-8746",19,"SFCoyTray4-ES","No","urban","john f shelley dr @Mansell st","roadkill","SFCoy190","female",NA
"S19-8747-A",1,-19.02683199,9.492362647,95.63330702,30.39085003,3.14677960391357,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-B",2,-19.3690599,9.384825783,108.7217971,35.40944128,3.07041831697605,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-C",3,-18.75886515,8.254653562,151.3384121,50.72416797,2.98355632347694,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-D",4,-18.38684518,7.989739253,108.0646378,35.28754054,3.06240208714756,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-E",5,-18.38960887,7.758843586,126.646856,42.2668741,2.99636201391103,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-F",6,-17.68513229,7.672758564,116.4188038,38.30475589,3.03927805033716,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-G",7,-17.45504171,8.029657005,109.6698187,36.04373832,3.04268712990701,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-H",8,-17.2559989,8.154986898,123.5458434,41.1559934,3.00189190427851,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-I",9,-17.29134428,8.128534957,94.3254623,30.22693831,3.12057613419597,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-J",10,-17.78423976,7.82800304,110.9104794,36.51068011,3.03775440681595,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-K",11,-18.35978182,7.908295629,112.8267909,37.14635456,3.0373583689823,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-L",12,-18.18245895,8.366889118,106.5900814,34.50172846,3.08941279633502,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-M",13,-18.35015547,8.317423331,104.3861881,33.805448,3.08785104992544,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-N",14,-19.36091796,8.356808245,106.5746591,34.79442797,3.06298063563193,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8747-O",15,-17.985071,8.733284652,147.673551,50.15529788,2.94432606807199,"S19-8747","S19-8747",15,"SFCoyTray4-ES","No","urban","beach st @ powell","sick.euth","SFCoy191","male","Coit"
"S19-8748-A",1,-22.26951216,6.812956504,122.7655115,40.60434092,3.02345780570301,"S19-8748","S19-8748",8,"SFCoyTray4-ES","No","urban","Presidio. lincoln st in front of cemetery","roadkill","SFCoy192","male","Presidio"
"S19-8748-B",2,-22.38772158,6.714342462,117.7753059,38.72211094,3.04155179149435,"S19-8748","S19-8748",8,"SFCoyTray4-ES","No","urban","Presidio. lincoln st in front of cemetery","roadkill","SFCoy192","male","Presidio"
"S19-8748-C",3,-22.08794169,6.533835311,114.5133648,37.6787233,3.03920501467734,"S19-8748","S19-8748",8,"SFCoyTray4-ES","No","urban","Presidio. lincoln st in front of cemetery","roadkill","SFCoy192","male","Presidio"
"S19-8748-D",4,-21.94697838,6.790354399,106.8599643,34.91426259,3.06063930247825,"S19-8748","S19-8748",8,"SFCoyTray4-ES","No","urban","Presidio. lincoln st in front of cemetery","roadkill","SFCoy192","male","Presidio"
"S19-8748-E",5,-23.30653054,7.107063871,100.5566935,32.59814864,3.08473633305085,"S19-8748","S19-8748",8,"SFCoyTray4-ES","No","urban","Presidio. lincoln st in front of cemetery","roadkill","SFCoy192","male","Presidio"
"S19-8748-F",6,-23.61477771,7.398097357,105.1864783,34.50448328,3.04848727762197,"S19-8748","S19-8748",8,"SFCoyTray4-ES","No","urban","Presidio. lincoln st in front of cemetery","roadkill","SFCoy192","male","Presidio"
"S19-8748-G",7,-21.92645877,7.688882577,91.12506425,29.27239358,3.11300351988503,"S19-8748","S19-8748",8,"SFCoyTray4-ES","No","urban","Presidio. lincoln st in front of cemetery","roadkill","SFCoy192","male","Presidio"
"S19-8748-H",8,-22.59954926,8.569067297,91.38216909,29.16151212,3.13365674296865,"S19-8748","S19-8748",8,"SFCoyTray4-ES","No","urban","Presidio. lincoln st in front of cemetery","roadkill","SFCoy192","male","Presidio"
"S19-8749-A",1,-18.78112674,9.109782302,146.7076512,47.6898327,3.0762878142787,"S19-8749","S19-8749",15,"SFCoyTray4-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-B",2,-17.21,8.87,149.79,50.49,2.96672608437314,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-C",3,-17.17,8.74,108.53,36.47,2.97587057855772,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-D",4,-17.54,8.89,127.39,43.53,2.92648747989892,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-E",5,-17.89,8.77,117.57,40.36,2.91303270564916,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-F",6,-18.39,8.37,111.26,38.28,2.90647857889237,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-G",7,-18.67,8.22,111.29,38.14,2.91793392763503,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-H",8,-19.06,8.22,113.62,38.84,2.92533470648816,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-I",9,-19.08,8,148.67,50.24,2.95919585987261,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-J",10,-19.72,7.55,89.54,30.59,2.92710035959464,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-K",11,-18.41,8.29,107.23,35.88,2.98857302118172,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-L",12,-20.41,7.99,91.45,31.04,2.94619845360825,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-M",13,-20.17,8.02,94.97,31.91,2.97618301472892,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-N",14,-19.08,8.96,93.06,30.96,3.00581395348837,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8749-O",15,-18.63,9.24,100.32,33.86,2.96278795038393,"S19-8749","S19-8749",15,"SFCoyTray5-ES","No","urban","garces dr @ gonzales dr","roadkill","SFCoy193","female","Merced"
"S19-8750-A",1,-21.56,10.57,105.73,34.91,3.02864508736752,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
"S19-8750-B",2,-21.17,10.44,93.73,32.11,2.91902834008097,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
"S19-8750-C",3,-20.68,10.62,107.94,36.93,2.92282696994314,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
"S19-8750-D",4,-20.3,10.64,113.23,38.25,2.9602614379085,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
"S19-8750-E",5,-20.35,10.57,122.9,41.73,2.94512341241313,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
"S19-8750-F",6,-19.95,10.07,108.76,37.05,2.93549257759784,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
"S19-8750-G",7,-20.16,9.25,115.49,39.23,2.9439204690288,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
"S19-8750-H",8,-20.14,9.86,96.87,33.28,2.91075721153846,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
"S19-8750-I",9,-21.52,9.04,78.71,27.19,2.89481426995219,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
"S19-8750-J",10,-21.66,9.24,109.41,37.1,2.94905660377358,"S19-8750","S19-8750",13,"SFCoyTray5-ES","No","urban","john muir dr @ skyline blvd","roadkill","SFCoy194","male","Merced"
