SampleID,Replicate,Name,Site,Initials,Year,Month,Day,Lat,Long,Sus.sp,Genotype,Geno.Sp,Category,Individual,Cytb_Sp
S21_1129,None,20210118-JK-224,GGPE,JK,2021,1,18,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy89,coyote
S21_1130,None,20210119-JK-225,LEND,JK,2021,1,19,37.785788,-122.499014,coyote,Fail,NA,NA,NA,NA
S21_1131,None,20210118-JK-226,GLEN,JK,2021,1,18,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy9,coyote
S21_1132,None,20210130-JK-227,BERN,JK,2021,1,30,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy44,NA
S21_1133,None,20210131-JK-228,LEND,JK,2021,1,31,37.78454,-122.50495,coyote,Fail,NA,NA,NA,coyote
S21_1134,None,20210201-JK-229,LEND,JK,2021,2,1,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_1135,None,20210203-JK-230,GGPE,JK,2021,2,3,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy73,coyote
S21_1136,None,20210203-JK-231,GGPE,JK,2021,2,3,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy89,NA
S21_1137,None,20210206-JK-232,LEND,JK,2021,2,6,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,coyote
S21_1138,None,20210207-JK-233,BERN,JK,2021,2,7,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_1139,None,20210209-JK-234,BERN,JK,2021,2,9,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,coyote
S21_1140,None,20210211-JK-235,SFGC,JK,2021,2,11,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_1141,None,20210211-JK-236,SFGC,JK,2021,2,11,37.710304,-122.477567,coyote,Fail,dog,NA,dog,dog
S21_1142,None,20210210-JK-238,SFGC,JK,2021,2,10,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_1143,None,20210212-JK-239,GGPE,JK,2021,2,12,37.769442,-122.467365,coyote,Success,coyote,SFCoy,SFCoy73,coyote
S21_1144,None,20210212-JK-240,TGPH,JK,2021,2,12,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1145,None,20210213-JK-241,TGPH,JK,2021,2,13,37.802864,-122.406001,coyote,Fail,NA,NA,NA,coyote
S21_1146,None,20210213-JK-242,GLEN,JK,2021,2,13,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_1147,None,20210213-JK-243,GLEN,JK,2021,2,13,37.742249,-122.442412,coyote,Fail,NA,NA,NA,human
S21_1148,None,20210214-JK-244,GLEN,JK,2021,2,14,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_1149,None,20210214-JK-245,GLEN,JK,2021,2,14,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy85,coyote
S21_1150,None,20210215-JK-246,GLEN,JK,2021,2,15,37.742444,-122.443777,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_1151,None,20210215-JK-247,GLEN,JK,2021,2,15,37.742249,-122.442412,coyote,Fail,NA,NA,NA,coyote
S21_1152,None,20210216-JK-248,GLEN,JK,2021,2,16,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy80,NA
S21_1153,None,20210217-JK-249,GLEN,JK,2021,2,17,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy80,coyote
S21_1154,None,20210217-JK-250,GLEN,JK,2021,2,17,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy81,NA
S21_1155,None,20210220-JK-251,GLEN,JK,2021,2,20,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy80,coyote
S21_1156,None,20210220-JK-252,GLEN,JK,2021,2,20,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy80,NA
S21_1157,None,20210220-JK-254,GGPE,JK,2021,2,20,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy73,coyote
S21_1158,None,20210220-JK-255,GGPE,JK,2021,2,20,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy73,NA
S21_1159,None,20210220-JK-256,GGPE,JK,2021,2,20,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy73,coyote
S21_1160,None,20210221-JK-257,GGPE,JK,2021,2,21,37.768042,-122.476381,coyote,Fail,NA,NA,NA,NA
S21_1161,None,20210222-JK-258,GLEN,JK,2021,2,22,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy81,coyote
S21_1162,None,20210222-JK-259,GGPE,JK,2021,2,22,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy73,NA
S21_1163,None,20210222-JK-260,GGPE,JK,2021,2,22,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy73,coyote
S21_1164,None,20210222-JK-261,SFGC,JK,2021,2,22,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy55,NA
S21_1165,None,20210223-JK-262,LAKE,JK,2021,2,23,37.730897,-122.480294,coyote,Success,coyote,SFCoy,SFCoy77,coyote
S21_1166,None,20210224-JK-263,BERN,JK,2021,2,24,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_1167,None,20210224-JK-264,BERN,JK,2021,2,24,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy45,coyote
S21_1168,None,20210226-JK-265,LEND,JK,2021,2,26,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_1169,None,20210227-JK-266,GGPE,JK,2021,2,27,37.769442,-122.467365,coyote,Fail,NA,NA,NA,coyote
S21_1170,None,20210228-JK-267,LEND,JK,2021,2,28,37.78454,-122.50495,coyote,Fail,NA,NA,NA,NA
S21_1171,None,20210227-JK-268,SFGC,JK,2021,2,27,37.710304,-122.477567,coyote,Fail,NA,NA,NA,coyote
S21_1172,None,20210302-JK-269,SFGC,JK,2021,3,2,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy90,NA
S21_1173,None,20210309-JK-270,GLEN,JK,2021,3,9,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy82,coyote
S21_1174,None,20210310-JK-271,GGPE,JK,2021,3,10,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy73,NA
S21_1175,None,20210305-JK-272,GLEN,JK,2021,3,5,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy9,coyote
S21_1176,None,20210310-JK-273,GLEN,JK,2021,3,10,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_1177,None,20210310-JK-274,GLEN,JK,2021,3,10,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy82,coyote
S21_1178,None,20210310-JK-275,GLEN,JK,2021,3,10,37.742249,-122.442412,coyote,Fail,NA,NA,NA,NA
S21_1179,None,20210311-JK-276,GLEN,JK,2021,3,11,37.743419,-122.448938,coyote,Fail,NA,NA,NA,coyote
S21_1180,None,20210312-JK-277,BERN,JK,2021,3,12,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy44,NA
S21_1181,None,20210312-JK-278,SFGC,JK,2021,3,12,37.710304,-122.477567,coyote,Fail,NA,NA,NA,coyote
S21_1182,None,20210313-JK-279,STMA,JK,2021,3,13,37.733462,-122.421732,coyote,Fail,NA,NA,NA,NA
S21_1183,None,20210313-JK-280,GLEN,JK,2021,3,13,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy80,coyote
S21_1184,None,20210314-JK-281,GLEN,JK,2021,3,14,37.739323,-122.441563,coyote,Success,coyote,SFCoy,SFCoy83,NA
S21_1185,None,20210314-JK-282,GLEN,JK,2021,3,14,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy9,coyote
S21_1186,None,20210314-JK-283,GGPE,JK,2021,3,14,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy84,NA
S21_1187,None,20210315-TC-01,SFGC,TC,2021,3,15,37.7113,-122.48329,coyote,Success,coyote,SFCoy,SFCoy72,coyote
S21_1188,None,20210315-TC-02,SFGC,TC,2021,3,15,37.71131,-122.48324,coyote,Success,coyote,SFCoy,SFCoy90,NA
S21_1189,None,20210315-TC-03,SFGC,TC,2021,3,15,37.71142,-122.48296,coyote,Success,coyote,SFCoy,SFCoy90,coyote
S21_1190,None,20210315-TC-04,SFGC,TC,2021,3,15,37.71249,-122.48386,coyote,Success,coyote,SFCoy,SFCoy55,NA
S21_1191,None,20210315-TC-05,SFGC,TC,2021,3,15,37.71184,-122.4835,coyote,Success,coyote,SFCoy,SFCoy90,coyote
S21_1192,None,20210315-TC-06,OLYM,TC,2021,3,15,37.70419,-122.48924,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_1193,None,20210315-TC-07,LAGU,TC,2021,3,15,37.74971,-122.45493,coyote,Fail,NA,NA,NA,fail
S21_1194,None,20210315-TC-08,MCLA,TC,2021,3,15,37.71725,-122.41841,coyote,Fail,NA,NA,NA,NA
S21_1195,None,20210316-TC-01,CHP,TC,2021,3,16,37.76495,-122.43886,coyote,Success,coyote,SFCoy,SFCoy13,coyote
S21_1197,None,20210316-TC-03,LEND,TC,2021,3,16,37.78559,-122.49873,coyote,Success,coyote,SFCoy,SFCoy53,coyote
S21_1199,None,20210317-TC-02,BERN,TC,2021,3,17,37.74158,-122.41706,coyote,Success,coyote,SFCoy,SFCoy50,coyote
S21_1208,None,20210412-TC-01,SFGC,TC,2021,4,12,37.7111,-122.48215,coyote,Success,coyote,SFCoy,SFCoy90,coyote
S21_1210,None,20210412-TC-03,LAGU,TC,2021,4,12,37.7481,-122.45275,coyote,Success,coyote,SFCoy,SFCoy81,coyote
S21_1212,None,20210412-TC-05,MCLA,TC,2021,4,12,37.71812,-122.42131,coyote,Fail,NA,NA,NA,coyote
S21_1214,None,20210413-TC-02,CHP,TC,2021,4,13,37.76483,-122.4382,coyote,Fail,NA,NA,NA,coyote
S21_1215,None,20210413-TC-03,CHP,TC,2021,4,13,37.76485,-122.43821,coyote,Success,coyote,SFCoy,SFCoy31,NA
S21_1216,None,20210414-TC-01,LAKE,TC,2021,4,14,37.71827,-122.48862,coyote,Fail,NA,NA,NA,NA
S21_1217,None,20210414-TC-02,TGPH,TC,2021,4,14,37.80286,-122.40547,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_1218,None,20210414-TC-03,TGPH,TC,2021,4,14,37.80311,-122.40628,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_1219,None,20210414-TC-04,TGPH,TC,2021,4,14,37.80189,-122.40541,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_1220,None,20210315-JK-284,GLEN,JK,2021,3,15,37.742621,-122.442246,coyote,Success,coyote,SFCoy,SFCoy81,NA
S21_1221,None,20210315-JK-285,LEND,JK,2021,3,15,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_1222,None,20210317-JK-286,BERN,JK,2021,3,17,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_1223,None,20210317-JK-287,SFGC,JK,2021,3,17,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy72,NA
S21_1224,None,20210318-JK-288,LEND,JK,2021,3,18,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_1225,None,20210320-JK-289,BERN,JK,2021,3,20,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_1226,None,20210321-JK-290,LEND,JK,2021,3,21,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_1227,None,20210322-JK-291,LEND,JK,2021,3,22,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy53,NA
S21_1228,None,20210326-JK-292,GLEN,JK,2021,3,26,37.742621,-122.442246,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_1229,None,20210401-JK-293,LEND,JK,2021,4,1,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_1230,None,20210405-JK-294,SUNS,JK,2021,4,5,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_1231,None,20210405-JK-295,MTDA,JK,2021,4,5,37.739349,-122.451791,coyote,Success,coyote,SFCoy,SFCoy81,NA
S21_1232,None,20210405-JK-296,TGPH,JK,2021,4,5,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1233,None,20210405-JK-297,TGPH,JK,2021,4,5,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1234,None,20210406-JK-298,LEND,JK,2021,4,6,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_1235,None,20210407-JK-299,GLEN,JK,2021,4,7,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy80,NA
S21_1236,None,20210407-JK-300,GLEN,JK,2021,4,7,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy80,NA
S21_1237,None,20210407-JK-301,GLEN,JK,2021,4,7,37.742249,-122.442412,coyote,Success,coyote,SFCoy,SFCoy86,NA
S21_1238,None,20210407-JK-302,BERN,JK,2021,4,8,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_1239,None,20210408-JK-305,SUNS,JK,2021,4,8,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_1240,None,20210409-JK-306,SUNS,JK,2021,4,9,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy45,NA
S21_1241,None,20210409-JK-307,SUNS,JK,2021,4,9,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_1242,None,20210409-JK-308,SUNS,JK,2021,4,9,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_1243,None,20210410-JK-309,BERN,JK,2021,4,10,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_1244,None,20210410-JK-310,BERN,JK,2021,4,10,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_1258,None,20210422-MGS-1,LAGU,MGS,2021,4,22,37.74876,-122.45174,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_1269,None,20210503-TC-01,OLYM,TC,2021,5,3,37.70549,-122.49054,coyote,Success,coyote,SFCoy,SFCoy72,NA
S21_1270,None,20210503-TC-02,GGPE,TC,2021,5,3,37.77114,-122.47708,coyote,Success,coyote,SFCoy,SFCoy89,NA
S21_1271,None,20210517-TC-01,SFGC,TC,2021,5,17,37.7113,-122.48332,coyote,Success,coyote,SFCoy,SFCoy90,NA
S21_1272,None,20210517-TC-02,SFGC,TC,2021,5,17,37.71127,-122.48339,coyote,Success,coyote,SFCoy,SFCoy90,NA
S21_1273,None,20210517-TC-03,SFGC,TC,2021,5,17,37.71128,-122.48339,coyote,Success,coyote,SFCoy,SFCoy90,NA
S21_1274,None,20210517-TC-04,SFGC,TC,2021,5,17,37.71124,-122.48319,coyote,Success,coyote,SFCoy,SFCoy90,NA
S21_1275,None,20210517-TC-05,SFGC,TC,2021,5,17,37.71166,-122.48297,coyote,Fail,NA,NA,NA,NA
S21_1276,None,20210517-TC-06,STMA,TC,2021,5,17,37.73399,-122.41989,coyote,Fail,dog,NA,dog,NA
S21_1277,None,20210517-TC-07,STMA,TC,2021,5,17,37.73402,-122.41974,coyote,Fail,dog,NA,dog,NA
S21_1278,None,20210517-TC-08,GLEN,TC,2021,5,17,37.74328,-122.44282,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_1279,None,20210517-TC-09,MCLA,TC,2021,5,17,37.71786,-122.41744,coyote,Fail,dog,NA,dog,NA
S21_1280,None,20210517-TC-10,MCLA,TC,2021,5,17,37.71761,-122.41774,coyote,Success,coyote,SFCoy,SFCoy93,NA
S21_1281,None,20210518-TC-01,GGPE,TC,2021,5,18,37.77128,-122.47614,coyote,Success,coyote,SFCoy,SFCoy70,NA
S21_1282,None,20210518-TC-02,LEND,TC,2021,5,18,37.77963,-122.51065,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_1283,None,20210518-TC-03,CHP,TC,2021,5,18,37.76492,-122.43714,coyote,Fail,NA,NA,NA,NA
S21_1284,None,20210518-TC-04,CHP,TC,2021,5,18,37.76492,-122.438,coyote,Success,coyote,SFCoy,SFCoy31,NA
S21_1285,None,20210518-TC-05,CHP,TC,2021,5,18,37.76494,-122.43825,coyote,Fail,NA,NA,NA,NA
S21_1286,None,20210519-TC-01,LAKE,TC,2021,5,19,37.71776,-122.48793,coyote,Success,coyote,SFCoy,SFCoy77,NA
S21_1287,None,20210519-TC-02,LAKE,TC,2021,5,19,37.71839,-122.48881,coyote,Success,coyote,SFCoy,SFCoy77,NA
S21_1288,None,20210519-TC-03,PRES,TC,2021,5,19,37.79121,-122.46618,coyote,Success,coyote,SFCoy,SFCoy24,NA
S21_1289,None,20210519-TC-04,PRES,TC,2021,5,19,37.79096,-122.46624,coyote,Success,coyote,SFCoy,SFCoy24,NA
S21_1290,None,20210519-TC-05,PRES,TC,2021,5,19,37.79085,-122.46333,coyote,Success,coyote,SFCoy,SFCoy94,NA
S21_1291,None,20210416-JY-01,PRES,JY,2021,4,16,37.794094,-122.455252,coyote,Success,coyote,SFCoy,SFCoy24,NA
S21_1292,None,20210414-JK-311,SFGC,JK,2021,4,14,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy96,NA
S21_1293,None,20210414-JK-312,SFGC,JK,2021,4,14,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy96,NA
S21_1294,None,20210418-JK-313,TWIN,JK,2021,4,18,37.752554,-122.447492,coyote,Fail,NA,NA,NA,NA
S21_1295,None,20210420-JK-314,TGPH,JK,2021,4,20,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_1296,None,20210421-JK-315,SFGC,JK,2021,4,21,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_1297,None,20210422-JK-316,TGPH,JK,2021,4,22,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_1298,None,20210423-JK-317,SUNS,JK,2021,4,23,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_1299,None,20210425-JK-318,TGPH,JK,2021,4,25,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1300,None,20210425-JK-319,GLEN,JK,2021,4,25,37.744329,-122.446116,coyote,Success,coyote,SFCoy,SFCoy81,NA
S21_1301,None,20210425-JK-320,BERN,JK,2021,4,25,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_1302,None,20210426-JK-321,SUNS,JK,2021,4,26,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_1303,None,20210426-JK-322,SUNS,JK,2021,4,26,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy45,NA
S21_1304,None,20210427-JK-323,LEND,JK,2021,4,27,37.78454,-122.50495,coyote,Fail,NA,NA,NA,NA
S21_1305,None,20210427-JK-324,TGPH,JK,2021,4,27,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1306,None,20210428-JK-325,CHP,JK,2021,4,28,37.765123,-122.438632,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_1307,None,20210428-JK-326,CHP,JK,2021,4,28,37.765123,-122.438632,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_1308,None,20210430-JK-327,STFA,JK,2021,4,30,37.73783347,-122.4709839,coyote,Fail,NA,NA,NA,NA
S21_1309,None,20210430-JK-328,LEND,JK,2021,4,30,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_1310,None,20210501-JK-329,TGPH,JK,2021,5,1,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1311,None,20210503-JK-330,SFGC,JK,2021,5,3,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_1312,None,20210503-JK-331,TGPH,JK,2021,5,3,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1313,None,20210504-JK-332,TWIN,JK,2021,5,4,37.752554,-122.447492,coyote,Fail,NA,NA,NA,NA
S21_1314,None,20210504-JK-333,TGPH,JK,2021,5,4,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1315,None,20210506-JK-334,SFGC,JK,2021,5,6,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_1316,None,20210507-JK-335,SUNS,JK,2021,5,7,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_1317,None,20210507-JK-336,TWIN,JK,2021,5,7,37.752554,-122.447492,coyote,Success,coyote,SFCoy,SFCoy85,NA
S21_1318,None,20210509-JK-337,SFGC,JK,2021,5,9,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy96,NA
S21_1319,None,20210510-JK-338,TGPH,JK,2021,5,10,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_1320,None,20210511-JK-339,SFGC,JK,2021,5,11,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_1321,None,20210514-JK-340,SUNS,JK,2021,5,14,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy87,NA
S21_1322,None,20210514-JK-341,SUNS,JK,2021,5,14,37.750072,-122.483664,coyote,Fail,NA,NA,NA,NA
S21_1323,None,20210515-JK-342,STFA,JK,2021,5,15,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy97,NA
S21_1324,None,20210515-JK-343,STFA,JK,2021,5,15,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy97,NA
S21_2036,None,20210614-TC-01,SFGC,TC,2021,6,14,37.71277,-122.48298,coyote,Success,coyote,SFCoy,SFCoy90,NA
S21_2037,None,20210614-TC-02,SFGC,TC,2021,6,14,37.71245,-122.4814,coyote,Success,coyote,SFCoy,SFCoy61,NA
S21_2038,None,20210614-TC-03,SFGC,TC,2021,6,14,37.71264,-122.48089,coyote,Fail,dog,NA,dog,NA
S21_2039,None,20210614-TC-04,SFGC,TC,2021,6,14,37.70758,-122.47719,coyote,Success,coyote,SFCoy,SFCoy99,NA
S21_2040,None,20210614-TC-05,SFGC,TC,2021,6,14,37.70727,-122.47717,coyote,Fail,NA,NA,NA,NA
S21_2041,None,20210614-TC-06,LAGU,TC,2021,6,14,37.74997,-122.45501,coyote,Fail,NA,NA,NA,NA
S21_2042,None,20210614-TC-07,PRES,TC,2021,6,14,37.79203,-122.46091,coyote,Success,coyote,SFCoy,SFCoy8,NA
S21_2043,None,20210615-TC-01,STMA,TC,2021,6,15,37.73474,-122.42124,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_2044,None,20210615-TC-02,STMA,TC,2021,6,15,37.73468,-122.42127,coyote,Success,coyote,SFCoy,SFCoy100,NA
S21_2045,None,20210615-TC-03,GGPE,TC,2021,6,15,37.77039,-122.47241,coyote,Fail,NA,NA,NA,NA
S21_2046,None,20210615-DG-01,GGPE,DG,2021,6,15,37.766702,-122.471125,coyote,Success,coyote,SFCoy,SFCoy54,NA
S21_2047,None,20210615-TC-04,LEND,TC,2021,6,15,37.78001,-122.50987,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_2048,None,20210615-TC-05,LEND,TC,2021,6,15,37.7833,-122.50851,coyote,Success,coyote,SFCoy,SFCoy53,NA
S21_2049,None,20210615-TC-06,LEND,TC,2021,6,15,37.78257,-122.50904,coyote,Success,coyote,SFCoy,SFCoy53,NA
S21_2050,None,20210615-TC-07,LEND,TC,2021,6,15,37.78207,-122.50905,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_2051,None,20210615-TC-08,CHP,TC,2021,6,15,37.76465,-122.43933,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_2052,None,20210616-TC-01,LAKE,TC,2021,6,16,37.71858,-122.48929,coyote,Fail,NA,NA,NA,NA
S21_2053,None,20210616-TC-02,SUNS,TC,2021,6,16,37.74833,-122.48516,coyote,Fail,dog,NA,dog,NA
S21_2054,None,20210616-TC-03,TGPH,TC,2021,6,16,37.80307,-122.40678,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_2055,None,20210616-TC-04,PRES,TC,2021,6,16,37.79074,-122.4663,coyote,Success,coyote,SFCoy,SFCoy102,NA
S21_2056,None,20210616-TC-05,PRES,TC,2021,6,16,37.79053,-122.46657,coyote,Fail,NA,NA,NA,NA
S21_2057,None,20210616-TC-06,PRES,TC,2021,6,16,37.79078,-122.46441,coyote,Success,coyote,SFCoy,SFCoy103,NA
S21_2060,None,20210516-JK-344,TGPH,JK,2021,5,16,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_2061,None,20210517-JK-345,GGPE,JK,2021,5,17,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy73,NA
S21_2062,None,20210519-JK-346,TGPH,JK,2021,5,19,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy95,NA
S21_2063,None,20210517-JK-347,LEND,JK,2021,5,17,37.78454,-122.50495,coyote,Success,coyote,SFCoy,SFCoy12,NA
S21_2064,None,20210520-JK-348,STMA,JK,2021,5,20,37.732506,-122.419762,coyote,Success,coyote,SFCoy,SFCoy44,NA
S21_2065,None,20210521-JK-349,CHP,JK,2021,5,21,37.765123,-122.438632,coyote,Success,coyote,SFCoy,SFCoy13,NA
S21_2066,None,20210521-JK-350,SUNS,JK,2021,5,21,37.750072,-122.483664,coyote,Success,coyote,SFCoy,SFCoy45,NA
S21_2067,None,20210521-JK-351,STFA,JK,2021,5,21,37.734792,-122.469735,coyote,Success,coyote,SFCoy,SFCoy104,NA
S21_2068,None,20210522-JK-352,BERN,JK,2021,5,22,37.743102,-122.413843,coyote,Success,coyote,SFCoy,SFCoy14,NA
S21_2069,None,20210524-JK-353,TGPH,JK,2021,5,24,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_2070,None,20210525-JK-354,SFGC,JK,2021,5,25,37.710304,-122.477567,coyote,Success,coyote,SFCoy,SFCoy96,NA
S21_2071,None,20210525-JK-355,SFGC,JK,2021,5,25,37.710304,-122.477567,coyote,Fail,NA,NA,NA,NA
S21_2072,None,20210525-JK-356,TGPH,JK,2021,5,25,37.802864,-122.406001,coyote,Fail,NA,NA,NA,NA
S21_2073,None,20210527-JK-357,STFA,JK,2021,5,27,37.73783347,-122.4709839,coyote,Fail,NA,NA,NA,NA
S21_2074,None,20210530-JK-358,FTFU,JK,2021,5,30,37.718948,-122.502805,coyote,Success,coyote,SFCoy,SFCoy105,NA
S21_2075,None,20210531-JK-359,TGPH,JK,2021,5,31,37.802864,-122.406001,coyote,Success,coyote,SFCoy,SFCoy66,NA
S21_2076,None,20210601-JK-360,GGPE,JK,2021,6,1,37.768042,-122.476381,coyote,Success,coyote,SFCoy,SFCoy120,NA
S21_2077,None,20210602-JK-361,STFA,JK,2021,6,2,37.73783347,-122.4709839,coyote,Success,coyote,SFCoy,SFCoy97,NA
S21_2078,None,20210603-JK-362,SUNS,JK,2021,6,3,37.750072,-122.483664,coyote,Fail,NA,NA,NA,NA
S21_2079,None,20210609-JK-363,STMA,JK,2021,6,9,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy50,NA
S21_2080,None,20210609-JK-364,STMA,JK,2021,6,9,37.734636,-122.421051,coyote,Success,coyote,SFCoy,SFCoy49,NA
